,id,host_is_superhost,host_response_rate,host_response_time,host_listings_count,host_identity_verified,accommodates,neighbourhood_group_cleansed,property_type,room_type,latitude,longitude,guests_included,bathrooms,bedrooms,beds,bed_type,amenities,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,cancellation_policy,price
6956,26442237,f,1,within a few hours,1,f,4,Rainier Valley,House,Entire home/apt,47.50965052,-122.2528078,4,1,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed""}",75,2,1125,f,moderate,145
1693,8311242,t,1,within an hour,1,t,3,Downtown,Apartment,Entire home/apt,47.60692703,-122.3392422,2,1,1,2,Real Bed,"{TV,Internet,Wifi,Pool,Kitchen,""Paid parking off premises"",""Pets allowed"",Doorman,Gym,Elevator,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Self check-in"",Lockbox,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Step-free access"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Step-free access"",""Paid parking on premises""}",55,1,1124,t,strict_14_with_grace_period,117
1044,5471427,f,1,within a few hours,4,t,1,Other neighborhoods,House,Private room,47.67847209,-122.3109531,1,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Ethernet connection"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Wide doorway"",""Wide clearance to bed"",""Step-free access"",""Wide doorway"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway""}",50,28,31,f,strict_14_with_grace_period,30
8296,31627805,t,1,within an hour,13,f,2,Capitol Hill,Loft,Entire home/apt,47.61541581,-122.3212615,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,Elevator,""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",100,2,60,t,flexible,105
5808,22748175,t,1,within a day,1,f,10,Queen Anne,House,Entire home/apt,47.64089348,-122.367988,8,2.5,3,4,Real Bed,"{TV,Wifi,Kitchen,""Pets allowed"",""Free street parking"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",Bathtub,""Children’s books and toys"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",150,2,1124,t,moderate,500
4571,19944577,t,1,within an hour,2,t,4,Central Area,Apartment,Entire home/apt,47.59960642,-122.3003373,4,1,2,2,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",50,2,1125,t,flexible,122
6905,26232507,t,1,within an hour,2,f,10,Other neighborhoods,House,Entire home/apt,47.66418976,-122.3460209,6,2,4,5,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Full kitchen""}",253,2,1125,t,flexible,295
8418,32049512,f,0.99,within an hour,521,f,3,Downtown,Apartment,Entire home/apt,47.61087726,-122.341453,2,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Self check-in"",""Smart lock""}",89,2,1125,t,strict,119
5341,21770606,f,1,within a few hours,1,f,4,Capitol Hill,Apartment,Entire home/apt,47.61394825,-122.3292643,2,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Paid parking off premises"",Gym,Dog(s),Elevator,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Wide hallway clearance"",""Step-free access"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Step-free access"",""Step-free access""}",20,1,5,f,moderate,109
610,3158243,f,0.92,within an hour,51,t,4,University District,Apartment,Entire home/apt,47.6643652,-122.3032258,1,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",""Cleaning before checkout"",""Wide hallway clearance"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Paid parking on premises""}",70,1,1125,t,strict_14_with_grace_period,95
3250,15269673,t,0.89,within an hour,1,f,2,Ballard,Apartment,Private room,47.67670219,-122.3984453,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}",0,1,1125,f,flexible,90
1214,6462182,f,1,within an hour,2,f,2,Downtown,Apartment,Private room,47.61415954,-122.3482559,1,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Pool,Kitchen,""Paid parking off premises"",Gym,Breakfast,Elevator,""Hot tub"",""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Pack ’n Play/travel crib"",""Hot water"",""Luggage dropoff allowed"",Other}",35,1,14,t,moderate,125
8076,30586669,f,1,within an hour,1,t,2,Capitol Hill,Townhouse,Private room,47.61918139,-122.3082459,1,1,1,1,Real Bed,"{Wifi,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}",10,1,7,f,moderate,82
6121,23716208,t,1,within an hour,2,f,2,Central Area,Guest suite,Entire home/apt,47.60052249,-122.3043707,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Room-darkening shades"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Hot water kettle"",Kitchenette,""Smart TV"",""Breakfast table"",Netflix,""Walk-in shower"",""Bedroom comforts"",""Bathroom essentials""}",35,1,12,f,moderate,99
8305,31647334,f,1,within a few hours,1,t,4,Downtown,Apartment,Entire home/apt,47.61393039,-122.3460854,1,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony""}",60,4,1125,t,moderate,101
1107,5978160,t,1,within an hour,1,t,5,Other neighborhoods,Guest suite,Entire home/apt,47.67766891,-122.3159508,2,1,1,3,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Baby monitor"",Bathtub,""High chair"",""Children’s books and toys"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Wide doorway"",""Well-lit path to entrance"",""Wide doorway"",""Wide clearance to bed"",""Step-free access""}",40,2,29,f,moderate,80
4613,20035812,t,1,within an hour,1,f,2,Other neighborhoods,Apartment,Private room,47.65716859,-122.3490974,1,1,1,1,Real Bed,"{TV,Wifi,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Coffee maker"",Refrigerator,""Long term stays allowed"",Other,""Lake access""}",25,1,29,f,moderate,50
7380,28021746,t,1,within an hour,5,f,2,Cascade,Townhouse,Private room,47.64088483,-122.3257653,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Keypad,""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed""}",30,1,1000,f,flexible,80
7027,26747050,f,1,within an hour,2,t,4,Downtown,Condominium,Entire home/apt,47.61715733,-122.3451604,2,1,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Hot water"",Other}",90,3,100,t,moderate,133
8370,31907509,f,1,within an hour,12,f,2,Rainier Valley,House,Private room,47.57532949,-122.2937784,2,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Microwave,Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",""Long term stays allowed""}",15,1,100,t,flexible,10
3097,14610580,f,1,within an hour,1,t,4,Downtown,Condominium,Entire home/apt,47.61730274,-122.3456469,2,1,0,2,Real Bed,"{Internet,Wifi,Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox}",50,1,1125,t,moderate,135
2473,12704096,t,1,within a few hours,3,t,2,Central Area,House,Private room,47.61009838,-122.3013228,1,1,1,1,Real Bed,"{TV,Internet,Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",45,3,1125,t,strict_14_with_grace_period,62
612,3206305,t,1,within an hour,1,t,3,Delridge,Guest suite,Entire home/apt,47.55102931,-122.3605848,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,Kitchen,Breakfast,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private living room"",""Private entrance"",Bathtub,""Children’s books and toys"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance"",""Full kitchen""}",40,2,120,f,moderate,90
3009,14206176,t,1,within an hour,2,t,8,Other neighborhoods,Townhouse,Entire home/apt,47.52615867,-122.3221957,6,2.5,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Body soap"",""Bath towel"",""Toilet paper"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Mountain view"",""Rain shower"",Terrace,""Gas oven"",""HBO GO"",""Outdoor seating"",""Bedroom comforts"",""Bathroom essentials""}",120,2,29,t,moderate,125
5187,21449791,f,1,within an hour,3,t,4,Downtown,Apartment,Entire home/apt,47.61315934,-122.3286685,2,1,1,3,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Breakfast,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}",60,1,500,f,strict_14_with_grace_period,110
3811,17624125,f,0.99,within an hour,521,f,5,Downtown,Apartment,Entire home/apt,47.60392013,-122.3363253,4,2,3,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",Lockbox,""Building staff"",""Private living room""}",159,2,1125,t,strict,420
1957,9694921,f,1,within an hour,2,f,6,Queen Anne,House,Entire home/apt,47.63840684,-122.344077,5,2,3,3,Real Bed,"{TV,Internet,Wifi,Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,Bathtub,""High chair"",""Children’s books and toys"",""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed""}",100,2,1124,t,moderate,129
6602,25169234,f,1,within an hour,123,f,2,Queen Anne,Apartment,Entire home/apt,47.61989675,-122.352811,1,1,0,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",40,1,21,t,strict_14_with_grace_period,120
8440,32116273,f,1,within an hour,1,f,2,Capitol Hill,Apartment,Entire home/apt,47.61918641,-122.3269849,1,1,0,1,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Heating,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",Microwave,""Dishes and silverware"",""Cooking basics"",Other}",20,1,1125,t,strict_14_with_grace_period,88
