"id","host_response_time","host_response_rate","host_is_superhost","host_identity_verified","host_listings_count","neighbourhood_group_cleansed","room_type","guests_included","accommodates","bathrooms","bedrooms","beds","bed_type","price","cleaning_fee","minimum_nights","instant_bookable","cancellation_policy","review_scores_rating","num_amenities","total_nearby_landmarks"
4653552,"within an hour",1,"f","t",1,"Other neighborhoods","Entire home/apt",1,5,1,2,3,"Real Bed",110,80,1,"f","flexible",1,46,0
8630702,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",4,6,1,2,3,"Real Bed",225,110,2,"t","moderate",1,30,0
17184476,"within an hour",0.98,"f","f",20,"Downtown","Entire home/apt",1,4,1,1,2,"Real Bed",146,77,1,"t","strict_14_with_grace_period",0,33,5
26368067,"within an hour",1,"t","t",1,"Northgate","Entire home/apt",1,4,1,2,2,"Real Bed",145,40,2,"t","flexible",1,29,0
838764,"within a few hours",0.9,"f","f",2,"West Seattle","Entire home/apt",5,8,2,2,4,"Real Bed",150,80,5,"f","strict_14_with_grace_period",1,21,0
24433964,"within an hour",1,"f","f",2,"Central Area","Private room",1,2,1,1,1,"Real Bed",70,25,1,"f","moderate",1,26,0
23994302,"within an hour",1,"t","t",2,"Other neighborhoods","Entire home/apt",1,4,1,1,2,"Real Bed",125,60,1,"t","moderate",1,27,0
28462579,"within an hour",0.91,"f","f",1,"Downtown","Entire home/apt",4,4,1,1,1,"Real Bed",150,50,1,"t","strict_14_with_grace_period",0,38,4
26656350,"within an hour",1,"t","f",5,"Downtown","Entire home/apt",4,4,1,1,1,"Real Bed",190,85,1,"t","moderate",1,35,3
28915658,"within an hour",0.88,"f","f",2,"Capitol Hill","Entire home/apt",1,4,1,2,2,"Real Bed",130,0,1,"f","moderate",1,16,3
28893759,"within an hour",1,"f","f",123,"Queen Anne","Private room",1,2,2,1,2,"Real Bed",70,20,1,"t","strict_14_with_grace_period",0,7,0
30319867,"within an hour",1,"f","f",123,"Cascade","Entire home/apt",1,2,1,0,1,"Real Bed",90,50,1,"t","strict_14_with_grace_period",1,10,1
29829201,"within an hour",1,"f","t",1,"Other neighborhoods","Private room",2,2,2,1,1,"Real Bed",65,10,1,"f","flexible",1,20,0
16962405,"within an hour",1,"t","f",1,"Queen Anne","Entire home/apt",1,6,1,2,2,"Real Bed",250,99,3,"f","moderate",1,45,1
21486512,"within an hour",1,"t","f",2,"Queen Anne","Entire home/apt",4,4,1,2,2,"Real Bed",180,50,3,"t","moderate",1,37,4
4286182,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",2,3,1,1,1,"Real Bed",150,60,2,"f","moderate",1,33,0
10773688,"within an hour",1,"f","t",2,"Beacon Hill","Entire home/apt",6,6,2.5,3,0,"Real Bed",265,150,2,"t","moderate",1,29,0
29346662,"within a few hours",0.89,"f","f",2,"Downtown","Entire home/apt",2,2,1,0,1,"Real Bed",70,50,2,"t","moderate",1,40,3
23938594,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",189,89,2,"t","strict",0,24,5
657257,"within a day",1,"f","f",1,"Queen Anne","Entire home/apt",4,4,1,1,1,"Real Bed",140,100,2,"f","strict_14_with_grace_period",0,37,0
14061341,"within an hour",1,"t","t",1,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",59,35,2,"f","moderate",1,24,0
13823956,"within an hour",1,"t","t",1,"Ballard","Entire home/apt",2,2,1,1,1,"Real Bed",133,40,1,"t","strict_14_with_grace_period",1,28,0
6077760,"within an hour",1,"f","t",1,"Cascade","Private room",1,2,1,1,1,"Real Bed",200,50,1,"t","moderate",1,21,2
202251,"within an hour",1,"f","t",1,"Other neighborhoods","Entire home/apt",4,6,1,3,3,"Real Bed",245,175,7,"f","strict_14_with_grace_period",0,15,0
11679052,"within an hour",1,"t","t",1,"Rainier Valley","Entire home/apt",2,4,1,1,1,"Real Bed",97,90,4,"f","moderate",1,67,0
2998728,"within an hour",1,"t","t",2,"Queen Anne","Entire home/apt",1,8,2,4,4,"Real Bed",300,150,3,"t","moderate",1,43,1
15824578,"within an hour",1,"t","t",7,"Capitol Hill","Entire home/apt",2,3,1,0,1,"Real Bed",100,50,1,"t","moderate",1,20,0
8410028,"within an hour",1,"t","t",1,"Downtown","Entire home/apt",2,4,1,1,1,"Real Bed",120,49,3,"f","strict_14_with_grace_period",1,39,3
27820717,"within an hour",1,"f","f",9,"Delridge","Private room",1,2,1.5,1,1,"Real Bed",40,10,1,"t","flexible",1,35,0
30022382,"within an hour",1,"f","f",1,"Delridge","Private room",1,2,1,1,1,"Real Bed",50,10,1,"t","flexible",1,23,0
25896487,"within an hour",1,"t","f",2,"Ballard","Entire home/apt",6,8,3.5,3,3,"Real Bed",180,160,2,"f","strict_14_with_grace_period",1,39,0
17959731,"within an hour",0.99,"f","f",8,"Downtown","Entire home/apt",1,7,1,3,4,"Real Bed",350,0,1,"t","strict_14_with_grace_period",1,11,3
15258623,"within an hour",1,"t","t",2,"Capitol Hill","Entire home/apt",1,2,1,0,1,"Real Bed",98,50,1,"f","strict_14_with_grace_period",1,23,0
30916586,"within an hour",0.83,"f","t",2,"Queen Anne","Entire home/apt",1,6,2.5,2,3,"Real Bed",99,105,2,"f","flexible",1,36,1
4211081,"within an hour",1,"t","t",4,"Capitol Hill","Entire home/apt",3,8,3,3,7,"Real Bed",290,80,2,"t","strict_14_with_grace_period",1,29,0
18094826,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,1,1,"Real Bed",119,89,2,"t","strict",0,25,3
26004460,"within an hour",1,"t","f",31,"Other neighborhoods","Entire home/apt",4,6,2,3,5,"Real Bed",173,130,2,"t","strict_14_with_grace_period",0,31,0
19738395,"within an hour",1,"t","f",2,"Central Area","Entire home/apt",2,4,1,2,2,"Real Bed",148,100,1,"f","flexible",1,39,0
9820818,"within an hour",1,"t","f",26,"Other neighborhoods","Entire home/apt",1,6,1,2,3,"Real Bed",125,143,2,"t","moderate",1,34,0
4317390,"within an hour",1,"t","t",2,"Ballard","Entire home/apt",4,8,1,2,6,"Real Bed",168,75,2,"f","moderate",1,19,0
22412333,"within an hour",1,"t","f",2,"Central Area","Private room",2,2,1,1,1,"Real Bed",99,25,1,"f","moderate",1,22,0
5160893,"within an hour",1,"t","t",2,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",100,10,1,"f","strict_14_with_grace_period",1,22,0
27262145,"within an hour",1,"f","t",15,"Capitol Hill","Shared room",1,1,3.5,1,1,"Real Bed",25,0,2,"t","strict_14_with_grace_period",1,19,0
28585872,"within an hour",1,"f","t",2,"Northgate","Private room",1,3,1,1,2,"Airbed",45,10,2,"f","flexible",1,28,0
27485425,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",1,4,1,2,2,"Real Bed",95,64,1,"f","moderate",1,46,0
6555393,"within an hour",1,"t","t",1,"Seward Park","Entire home/apt",2,4,1,1,2,"Real Bed",99,50,3,"t","moderate",1,47,0
9823290,"within an hour",1,"t","t",2,"Rainier Valley","Private room",1,2,1,1,1,"Real Bed",80,0,1,"f","flexible",1,14,0
18876264,"within an hour",1,"f","t",19,"Downtown","Entire home/apt",6,8,2,3,7,"Real Bed",788,197,1,"t","super_strict_60",1,45,5
21519854,"within a day",1,"t","f",1,"West Seattle","Private room",2,4,1.5,1,2,"Real Bed",68,45,2,"t","moderate",1,32,0
22452441,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",2,3,1,2,2,"Real Bed",175,125,2,"t","flexible",1,25,0
14936941,"within an hour",1,"f","t",2,"Central Area","Entire home/apt",2,4,1,1,3,"Real Bed",95,45,2,"t","strict_14_with_grace_period",1,27,0
19141758,"within an hour",1,"t","t",7,"Beacon Hill","Entire home/apt",2,6,2,3,3,"Real Bed",125,215,3,"f","moderate",1,23,0
16942022,"within an hour",1,"t","f",2,"Other neighborhoods","Entire home/apt",6,10,3,4,7,"Real Bed",325,175,2,"t","strict_14_with_grace_period",1,64,0
15902063,"within an hour",1,"f","f",1,"Central Area","Entire home/apt",6,6,2.5,3,3,"Real Bed",127,313,2,"t","super_strict_30",1,16,0
26065165,"within an hour",1,"f","t",1,"Ballard","Entire home/apt",4,6,2,3,3,"Real Bed",325,45,2,"f","strict_14_with_grace_period",1,37,0
24758466,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",4,6,2,2,3,"Real Bed",154,55,1,"t","moderate",1,37,0
22818029,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",100,75,2,"t","flexible",1,39,2
20012986,"within an hour",1,"t","t",1,"Rainier Valley","Entire home/apt",2,4,1,1,2,"Real Bed",95,50,3,"t","moderate",1,33,0
20569253,"within an hour",1,"f","t",2,"Central Area","Entire home/apt",1,4,2.5,2,2,"Real Bed",91,165,2,"t","flexible",1,25,0
18474287,"within an hour",1,"t","t",3,"Delridge","Private room",1,2,1,1,1,"Real Bed",50,25,1,"f","flexible",1,25,0
14224048,"within an hour",1,"f","t",1,"Lake City","Entire home/apt",4,8,3,4,4,"Real Bed",600,250,1,"f","strict_14_with_grace_period",1,32,0
15454883,"within an hour",1,"t","t",1,"Capitol Hill","Private room",2,2,1,1,1,"Real Bed",85,40,2,"f","moderate",1,26,0
28790029,"within an hour",1,"t","f",13,"Cascade","Entire home/apt",2,2,1,1,1,"Real Bed",115,100,2,"t","flexible",1,52,0
1159111,"within a day",0.75,"t","t",8,"Downtown","Entire home/apt",1,6,1,2,3,"Real Bed",204,75,3,"f","strict_14_with_grace_period",1,41,2
3085726,"within an hour",0.92,"f","t",51,"University District","Entire home/apt",1,2,1,1,1,"Real Bed",92,60,1,"t","strict_14_with_grace_period",0,37,0
28181400,"within an hour",1,"t","t",2,"Beacon Hill","Private room",1,2,1,1,1,"Real Bed",100,40,1,"t","moderate",1,9,0
19702200,"within a few hours",1,"t","f",1,"Other neighborhoods","Entire home/apt",1,4,1,1,2,"Real Bed",117,45,2,"f","moderate",1,34,0
16816051,"within an hour",1,"f","t",1,"Seward Park","Entire home/apt",16,15,3.5,5,6,"Real Bed",1395,175,4,"f","strict_14_with_grace_period",1,27,0
2710274,"within an hour",1,"f","t",2,"Other neighborhoods","Private room",1,2,1,1,1,"Real Bed",55,20,1,"f","moderate",1,36,0
21680533,"within a few hours",1,"t","f",1,"Other neighborhoods","Entire home/apt",2,7,1,2,2,"Real Bed",66,60,2,"f","moderate",1,40,0
1914051,"within an hour",1,"f","t",2,"Queen Anne","Entire home/apt",2,2,1,1,1,"Real Bed",74,50,7,"f","strict_14_with_grace_period",1,35,1
21311044,"within an hour",1,"t","f",2,"Central Area","Entire home/apt",2,4,1.5,2,2,"Real Bed",89,50,2,"t","strict_14_with_grace_period",1,48,0
23699282,"within an hour",1,"t","f",32,"Central Area","Entire home/apt",2,4,1,1,2,"Real Bed",125,90,1,"t","strict_14_with_grace_period",1,30,0
11821901,"within an hour",1,"t","t",42,"Downtown","Entire home/apt",1,4,1,1,1,"Real Bed",136,107,2,"f","strict_14_with_grace_period",1,53,5
23943343,"within an hour",1,"t","f",2,"Other neighborhoods","Entire home/apt",6,11,3,4,6,"Real Bed",350,150,4,"t","strict_14_with_grace_period",1,36,0
30772471,"within an hour",1,"f","f",1,"Beacon Hill","Entire home/apt",1,8,3.5,3,5,"Real Bed",226,150,2,"t","moderate",1,20,0
27198119,"within an hour",1,"t","f",3,"Other neighborhoods","Entire home/apt",5,4,1,2,2,"Real Bed",99,59,1,"t","strict_14_with_grace_period",1,37,0
31443799,"within an hour",1,"f","t",1,"Delridge","Private room",1,2,1,1,1,"Real Bed",40,10,1,"f","flexible",1,20,0
28286173,"within an hour",0.99,"f","f",521,"Cascade","Entire home/apt",4,5,2,2,2,"Real Bed",350,129,2,"t","strict",0,25,5
3883392,"within an hour",1,"t","t",2,"Queen Anne","Entire home/apt",1,2,1,1,3,"Real Bed",185,95,3,"f","moderate",1,29,1
19595003,"within an hour",1,"f","f",1,"Other neighborhoods","Entire home/apt",1,4,1,1,2,"Real Bed",185,75,2,"f","strict_14_with_grace_period",1,40,0
27489843,"within an hour",1,"t","f",11,"Downtown","Entire home/apt",4,4,1,0,2,"Real Bed",142,75,2,"t","flexible",1,20,5
9256702,"within a few hours",1,"t","t",1,"Central Area","Entire home/apt",2,4,1,1,2,"Real Bed",108,45,2,"f","strict_14_with_grace_period",1,46,0
23881540,"within an hour",1,"f","f",1,"Ballard","Entire home/apt",1,8,2.5,3,5,"Real Bed",350,150,2,"f","strict_14_with_grace_period",0,30,0
3646393,"within an hour",1,"t","t",2,"Capitol Hill","Entire home/apt",2,6,1,1,3,"Real Bed",109,60,2,"t","moderate",1,40,0
8106263,"within an hour",1,"f","f",40,"Capitol Hill","Private room",1,2,1,1,1,"Real Bed",59,0,1,"t","moderate",1,24,0
11913478,"within an hour",1,"f","f",5,"Central Area","Entire home/apt",1,2,1,0,1,"Real Bed",115,50,1,"t","strict_14_with_grace_period",1,24,0
25226896,"within an hour",0.88,"t","t",1,"Queen Anne","Private room",1,1,1,1,1,"Real Bed",49,49,2,"f","strict_14_with_grace_period",1,42,1
22265790,"within an hour",1,"f","f",1292,"Downtown","Entire home/apt",4,4,1,1,2,"Real Bed",1002,99,1,"t","strict_14_with_grace_period",0,20,5
28360333,"within a few hours",1,"f","f",1,"Downtown","Private room",1,2,1,1,1,"Real Bed",135,0,3,"f","flexible",1,34,5
24352250,"within an hour",0.87,"f","f",2,"Downtown","Entire home/apt",1,3,1,1,1,"Real Bed",110,69,1,"t","moderate",0,32,5
215882,"within an hour",1,"t","t",1,"Rainier Valley","Entire home/apt",2,2,1,1,1,"Real Bed",80,60,2,"f","moderate",1,34,0
3898692,"within an hour",1,"t","f",2,"West Seattle","Entire home/apt",2,4,1,2,3,"Real Bed",74,70,2,"t","moderate",1,48,0
29780350,"within an hour",1,"f","f",2,"Delridge","Entire home/apt",1,8,2.5,3,4,"Real Bed",175,0,2,"t","flexible",1,20,0
23269746,"within an hour",1,"t","f",7,"Other neighborhoods","Private room",2,2,1,0,1,"Real Bed",35,45,1,"t","strict_14_with_grace_period",1,19,0
10497998,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",1,2,1,1,1,"Real Bed",115,50,3,"t","flexible",1,23,0
1114695,"within an hour",1,"t","t",7,"Other neighborhoods","Entire home/apt",6,8,2.5,3,3,"Airbed",212,99,4,"t","moderate",1,46,0
16456234,"within an hour",1,"f","f",100,"Downtown","Entire home/apt",1,5,1,2,2,"Real Bed",400,60,2,"t","strict_14_with_grace_period",0,32,2
151545,"within an hour",1,"t","f",8,"Capitol Hill","Entire home/apt",4,5,1.5,3,3,"Real Bed",249,150,2,"t","strict_14_with_grace_period",1,26,0
12890246,"within a few hours",1,"f","t",1,"University District","Entire home/apt",1,6,2,3,3,"Real Bed",300,75,2,"f","strict_14_with_grace_period",1,36,0
15346144,"within a day",1,"f","f",1,"Other neighborhoods","Entire home/apt",4,4,1,2,2,"Real Bed",85,100,2,"f","moderate",0,58,0
20252870,"within a day",1,"t","t",1,"Central Area","Private room",2,4,1,2,2,"Real Bed",95,25,2,"f","flexible",1,24,0
27341321,"within an hour",0.9,"f","f",5,"Magnolia","Private room",3,3,1,1,2,"Real Bed",145,0,2,"t","flexible",1,54,0
26466765,"within an hour",1,"t","f",8,"West Seattle","Entire home/apt",1,6,2.5,3,3,"Real Bed",400,200,4,"t","strict_14_with_grace_period",1,44,0
15615336,"within an hour",1,"f","t",2,"Capitol Hill","Private room",2,2,1.5,1,1,"Real Bed",120,25,2,"t","strict_14_with_grace_period",1,16,0
14303580,"within an hour",1,"f","t",4,"Downtown","Entire home/apt",2,3,1.5,1,1,"Real Bed",200,65,1,"f","strict_14_with_grace_period",1,33,5
15745169,"within an hour",1,"f","t",4,"Downtown","Entire home/apt",2,2,1,1,1,"Real Bed",129,65,2,"t","moderate",1,37,3
30963639,"within an hour",1,"t","f",8,"Rainier Valley","Entire home/apt",4,6,2,3,3,"Real Bed",100,120,2,"f","moderate",1,36,0
24159654,"within an hour",1,"f","f",123,"Downtown","Entire home/apt",1,2,1,0,1,"Real Bed",120,40,1,"t","strict_14_with_grace_period",0,21,5
16338772,"within an hour",1,"t","f",1,"West Seattle","Entire home/apt",1,4,1,1,2,"Real Bed",85,60,2,"t","moderate",1,24,0
14674858,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",3,2,1,2,2,"Real Bed",99,75,1,"f","moderate",1,31,0
13804086,"within a day",0.83,"f","f",1,"Central Area","Entire home/apt",2,5,1,2,2,"Real Bed",100,60,1,"f","moderate",0,33,0
27251240,"within an hour",1,"t","f",3,"Other neighborhoods","Entire home/apt",5,4,1,2,2,"Real Bed",79,59,1,"t","strict_14_with_grace_period",1,32,0
14011378,"within an hour",1,"f","t",2,"Northgate","Entire home/apt",1,2,1,0,1,"Real Bed",71,30,2,"t","moderate",1,28,0
14884138,"within an hour",1,"t","f",1,"Central Area","Entire home/apt",4,6,1,1,1,"Real Bed",70,50,1,"t","flexible",1,28,0
20541200,"within an hour",1,"t","t",7,"Other neighborhoods","Entire home/apt",6,8,2.5,3,4,"Real Bed",375,125,6,"f","moderate",1,42,0
19998420,"within an hour",1,"t","t",1,"Queen Anne","Entire home/apt",2,5,1,1,3,"Real Bed",225,70,1,"t","moderate",1,33,1
2373176,"within an hour",1,"f","t",2,"Queen Anne","Entire home/apt",2,2,1,1,1,"Real Bed",72,50,7,"t","moderate",1,22,1
5364244,"within a few hours",1,"f","t",1,"Ballard","Entire home/apt",1,4,1,1,2,"Real Bed",129,80,2,"f","strict_14_with_grace_period",1,16,0
25518760,"within an hour",1,"t","f",1,"Beacon Hill","Entire home/apt",2,4,1,0,2,"Real Bed",115,55,1,"f","moderate",1,31,0
9612147,"within an hour",1,"f","f",1,"Central Area","Entire home/apt",4,4,1,2,2,"Real Bed",86,238,2,"t","super_strict_30",0,18,0
23663232,"within an hour",1,"t","f",2,"Downtown","Entire home/apt",2,4,1,1,2,"Real Bed",199,60,3,"f","strict_14_with_grace_period",1,33,3
27106446,"within an hour",1,"t","t",3,"Other neighborhoods","Entire home/apt",2,4,1,2,2,"Real Bed",199,125,5,"f","strict_14_with_grace_period",1,21,0
24801941,"within an hour",1,"t","f",1,"Central Area","Entire home/apt",4,4,2,2,2,"Real Bed",150,120,1,"t","flexible",1,34,0
1652107,"within an hour",0.97,"f","t",14,"Beacon Hill","Entire home/apt",7,8,1,3,4,"Real Bed",175,100,1,"t","strict_14_with_grace_period",0,34,0
15299294,"within an hour",1,"t","t",3,"Queen Anne","Entire home/apt",1,4,1,1,1,"Real Bed",169,95,2,"t","strict_14_with_grace_period",1,28,3
9909445,"within an hour",1,"t","t",2,"Central Area","Entire home/apt",1,2,1,1,1,"Real Bed",89,40,2,"t","moderate",1,38,0
20996729,"within an hour",1,"f","f",123,"Capitol Hill","Shared room",1,1,1,1,1,"Real Bed",30,10,1,"t","strict_14_with_grace_period",0,10,0
7205443,"within an hour",1,"f","t",1,"Central Area","Entire home/apt",4,5,1,2,2,"Real Bed",99,103,1,"t","strict_14_with_grace_period",0,22,0
3121829,"within a few hours",1,"t","f",1,"Ballard","Entire home/apt",1,4,2.5,2,2,"Real Bed",100,100,2,"f","strict_14_with_grace_period",1,23,0
6991188,"within an hour",1,"t","t",3,"Central Area","Entire home/apt",3,4,1,1,3,"Real Bed",95,40,2,"f","flexible",1,35,0
29078635,"within an hour",1,"f","t",1,"Central Area","Private room",1,2,1,1,1,"Real Bed",49,20,2,"t","strict_14_with_grace_period",1,16,0
2994309,"within a few hours",1,"t","t",2,"Other neighborhoods","Entire home/apt",2,6,1,2,3,"Real Bed",135,50,3,"f","moderate",1,42,0
26331514,"within an hour",0.95,"t","f",2,"Capitol Hill","Entire home/apt",2,4,1,1,1,"Real Bed",150,85,2,"t","moderate",1,36,0
25345102,"within an hour",1,"t","f",1,"Other neighborhoods","Entire home/apt",1,3,1,0,2,"Real Bed",150,50,2,"t","moderate",1,37,0
18855786,"within an hour",1,"t","f",1,"Magnolia","Entire home/apt",2,2,1,1,1,"Real Bed",129,40,1,"t","moderate",1,29,0
16741030,"within an hour",1,"t","t",2,"Ballard","Private room",1,2,1,1,1,"Real Bed",60,40,7,"f","moderate",1,39,0
20287584,"within an hour",1,"f","f",2,"Other neighborhoods","Entire home/apt",1,7,2,3,4,"Real Bed",175,165,2,"t","moderate",0,36,0
17720545,"within a few hours",0.94,"t","t",6,"Other neighborhoods","Entire home/apt",6,16,4.5,5,11,"Real Bed",995,550,5,"f","strict_14_with_grace_period",1,24,0
20606159,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",1,2,1,1,1,"Real Bed",99,65,2,"t","moderate",1,21,0
12571554,"within a day",0.56,"f","t",2,"Central Area","Private room",1,2,1.5,1,1,"Real Bed",60,40,2,"f","flexible",0,18,0
27900565,"within a few hours",1,"f","f",1,"Central Area","Private room",2,3,1,1,2,"Real Bed",90,25,2,"t","moderate",1,25,0
27022918,"within an hour",0.95,"t","f",3,"Central Area","Entire home/apt",1,4,1,1,2,"Real Bed",149,65,2,"t","moderate",1,36,0
3312406,"within an hour",1,"t","t",1,"Other neighborhoods","Entire home/apt",4,4,1,0,0,"Real Bed",119,65,3,"t","moderate",1,30,0
28448631,"within a few hours",1,"f","f",2,"Queen Anne","Entire home/apt",2,2,1,1,1,"Real Bed",115,45,2,"t","strict_14_with_grace_period",0,28,0
25911520,"within an hour",1,"f","f",5,"Northgate","Entire home/apt",1,4,1,2,2,"Real Bed",79,40,2,"t","moderate",0,14,0
6438518,"within an hour",1,"t","t",3,"Other neighborhoods","Entire home/apt",2,4,1,2,2,"Real Bed",125,65,1,"f","strict_14_with_grace_period",1,41,0
26135947,"within an hour",1,"f","f",1,"Other neighborhoods","Entire home/apt",4,3,1,2,2,"Real Bed",105,25,2,"t","flexible",1,28,0
19102379,"within an hour",0.99,"f","f",152,"Downtown","Entire home/apt",1,2,1,0,1,"Real Bed",230,75,14,"t","strict_14_with_grace_period",0,18,3
6886633,"within an hour",1,"t","t",2,"Ballard","Entire home/apt",1,2,1,0,1,"Pull-out Sofa",64,15,1,"t","moderate",1,31,0
26232189,"within an hour",1,"t","f",2,"West Seattle","Entire home/apt",5,6,1,3,3,"Real Bed",155,100,1,"t","strict_14_with_grace_period",1,38,0
13115635,"within an hour",0.99,"f","f",521,"Downtown","Entire home/apt",2,3,1,0,1,"Real Bed",139,89,2,"t","strict",0,17,3
25982876,"within an hour",1,"t","f",131,"Cascade","Entire home/apt",1,2,1,1,1,"Real Bed",450,75,1,"t","flexible",0,35,1
15408985,"within an hour",1,"t","t",3,"Queen Anne","Entire home/apt",1,4,1,2,2,"Real Bed",195,95,2,"t","strict_14_with_grace_period",1,28,3
3970736,"within an hour",1,"t","t",1,"Central Area","Entire home/apt",2,5,1,2,3,"Real Bed",140,75,3,"f","strict_14_with_grace_period",1,65,0
674113,"a few days or more",0,"f","t",3,"Rainier Valley","Private room",1,1,1,1,1,"Real Bed",42,0,1,"t","moderate",1,7,0
26640457,"within an hour",1,"t","f",3,"Northgate","Private room",1,2,1,1,1,"Real Bed",53,0,1,"t","flexible",1,16,0
