"","X","id","host_is_superhost","host_response_rate","host_response_time","host_listings_count","host_identity_verified","accommodates","property_type","room_type","guests_included","bathrooms","bedrooms","beds","bed_type","cleaning_fee","minimum_nights","maximum_nights","instant_bookable","cancellation_policy","price","In_Downtown","In_Delridge","In_Lake_City","num_amenities","total_nearby_landmarks"
"951",7538,28541588,"f",0.92,"within an hour",3,"t",6,"House","Private room",6,1,3,3,"Real Bed",30,1,1125,"t","flexible",135,0,0,0,24,0
"952",759,3889050,"f",1,"within a few hours",57,"t",1,"House","Shared room",1,3.5,1,1,"Real Bed",75,4,1125,"f","strict_14_with_grace_period",45,0,0,0,26,0
"953",5472,22151282,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",129,2,1125,"t","strict",350,0,0,0,25,5
"954",5420,22021457,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","strict_14_with_grace_period",125,1,0,0,18,5
"955",3168,14886497,"t",1,"within a few hours",1,"t",2,"Guest suite","Private room",1,1,2,2,"Real Bed",5,1,7,"f","flexible",55,0,0,0,30,0
"956",382,1599856,"f",1,"within an hour",1,"t",6,"House","Entire home/apt",4,1,2,3,"Real Bed",0,2,360,"f","moderate",110,0,0,0,18,0
"957",5206,21487700,"f",1,"within an hour",6,"f",3,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",0,1,15,"f","flexible",75,0,0,0,15,1
"958",4733,20390310,"f",1,"within an hour",156,"f",4,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",188,2,1125,"t","super_strict_30",81,0,0,0,19,0
"959",5213,21501822,"t",1,"within an hour",1,"t",8,"Townhouse","Entire home/apt",6,2.5,3,3,"Real Bed",125,2,1125,"f","moderate",235,0,0,0,31,0
"960",3503,16283445,"f",1,"within an hour",13,"t",8,"House","Entire home/apt",4,1,3,5,"Real Bed",70,1,1125,"f","moderate",150,0,1,0,39,0
"961",1197,6400000,"f",1,"within a few hours",3,"t",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",72,1,180,"f","moderate",160,0,0,0,39,1
"962",2136,10905975,"f",1,"within a few hours",57,"t",1,"House","Shared room",1,1,1,1,"Real Bed",75,4,90,"f","strict_14_with_grace_period",40,0,0,0,21,0
"963",1296,6795678,"t",1,"within an hour",1,"t",4,"House","Entire home/apt",2,1,1,2,"Real Bed",50,2,8,"f","moderate",125,0,0,0,24,0
"964",3299,15456841,"t",1,"within an hour",1,"t",6,"Townhouse","Entire home/apt",2,1.5,2,2,"Real Bed",90,2,29,"f","moderate",150,0,0,0,58,0
"965",838,4287974,"f",0.75,"within a day",1,"f",6,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",50,1,1125,"f","moderate",130,0,0,0,23,0
"966",7677,29103244,"f",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",1,1,2,3,"Real Bed",50,1,1125,"t","moderate",120,0,0,0,36,0
"967",7997,30299327,"f",1,"within an hour",12,"f",3,"House","Private room",3,1,1,2,"Real Bed",9,1,100,"t","flexible",29,0,0,0,18,0
"968",4157,18690558,"f",1,"within an hour",5,"t",2,"House","Private room",1,1.5,1,1,"Real Bed",40,1,1125,"t","strict_14_with_grace_period",60,0,0,0,22,0
"969",6755,25767173,"t",1,"within an hour",1,"f",6,"House","Entire home/apt",1,2,3,3,"Real Bed",100,2,8,"t","strict_14_with_grace_period",151,0,0,0,19,0
"970",5045,21155590,"f",0.9,"within an hour",2,"f",2,"House","Entire home/apt",1,1,1,1,"Real Bed",75,2,1125,"t","moderate",57,0,0,0,24,0
"971",4614,20038601,"t",1,"within an hour",1,"f",2,"Condominium","Entire home/apt",1,1,0,1,"Real Bed",75,1,90,"f","strict_14_with_grace_period",169,1,0,0,38,5
"972",4428,19611046,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",119,1,0,0,25,3
"973",5502,22160061,"t",1,"within an hour",2,"f",10,"Condominium","Entire home/apt",6,2,3,6,"Real Bed",125,2,29,"f","flexible",245,0,0,0,49,0
"974",521,2557712,"t",0.5,"within a day",1,"t",4,"Other","Entire home/apt",4,1,2,2,"Real Bed",160,2,60,"f","strict_14_with_grace_period",225,0,0,0,43,0
"975",5795,22715967,"t",1,"within an hour",1,"f",4,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",85,3,60,"f","moderate",165,1,0,0,42,5
"976",6498,24790991,"t",1,"within an hour",4,"f",4,"Condominium","Entire home/apt",3,2,2,2,"Real Bed",225,30,365,"t","moderate",295,0,0,0,50,0
"977",5469,22151240,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",199,0,0,0,25,5
"978",355,1520533,"f",1,"within a few hours",57,"t",1,"House","Shared room",1,0.5,1,1,"Real Bed",75,4,1125,"f","strict_14_with_grace_period",45,0,0,0,21,0
"979",4301,19161332,"t",1,"within an hour",1,"f",5,"Other","Entire home/apt",2,1,1,3,"Real Bed",0,1,60,"t","moderate",92,0,0,0,24,0
"980",2011,9995551,"t",1,"within an hour",2,"t",2,"Other","Entire home/apt",1,1,0,2,"Real Bed",75,2,29,"f","strict_14_with_grace_period",95,0,0,0,22,0
"981",7566,28616999,"f",0,"a few days or more",1,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",50,5,15,"f","flexible",59,0,0,0,12,0
"982",6966,26472719,"t",1,"within an hour",1,"f",8,"House","Entire home/apt",4,1,3,4,"Real Bed",60,2,1000,"f","strict_14_with_grace_period",219,0,0,0,42,0
"983",3000,14186845,"t",1,"within an hour",1,"t",2,"Other","Entire home/apt",1,1,0,1,"Real Bed",25,2,60,"t","moderate",98,0,0,0,37,1
"984",6226,23997376,"f",1,"within an hour",1,"f",5,"Guesthouse","Entire home/apt",1,1,2,2,"Real Bed",55,7,1125,"t","flexible",82,0,0,0,16,0
"985",4351,19360345,"t",1,"within an hour",2,"t",2,"House","Private room",1,1,1,2,"Real Bed",35,3,30,"f","moderate",74,0,0,0,36,0
"986",7003,26640591,"t",1,"within an hour",3,"f",2,"House","Private room",1,1,1,2,"Real Bed",0,1,7,"t","flexible",48,0,0,0,16,0
"987",3187,14977151,"t",1,"within an hour",1,"t",3,"House","Entire home/apt",1,1,0,2,"Real Bed",33,1,1125,"f","moderate",79,0,1,0,33,0
"988",405,1739843,"f",1,"within an hour",2,"t",5,"House","Entire home/apt",3,2,2,2,"Real Bed",150,2,1125,"f","moderate",195,0,0,0,29,0
"989",7273,27614680,"t",1,"within an hour",3,"f",5,"House","Entire home/apt",1,1.5,2,2,"Real Bed",100,2,1125,"t","flexible",300,0,0,0,32,0
"990",7957,30113499,"f",1,"within an hour",1,"f",2,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",70,2,1125,"t","flexible",95,0,0,0,32,0
"991",4025,18292314,"f",1,"within an hour",1292,"f",7,"Apartment","Entire home/apt",7,2,3,4,"Real Bed",109,1,365,"t","strict_14_with_grace_period",352,1,0,0,20,5
"992",6423,24679795,"t",1,"within an hour",7,"t",4,"Townhouse","Entire home/apt",2,1,2,2,"Real Bed",125,2,1124,"f","moderate",129,0,0,0,26,0
"993",4437,19638498,"t",1,"within an hour",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",40,1,60,"t","strict_14_with_grace_period",64,0,0,0,45,0
"994",1443,7400955,"f",1,"within an hour",3,"t",6,"House","Entire home/apt",2,2,3,5,"Real Bed",100,5,1125,"t","moderate",250,0,0,0,14,0
"995",6040,23506422,"f",1,"within an hour",35,"f",3,"Apartment","Entire home/apt",2,1,0,2,"Real Bed",50,2,12,"t","strict_14_with_grace_period",200,0,0,0,31,0
"996",4168,18738103,"t",1,"within an hour",2,"t",8,"Townhouse","Entire home/apt",6,1.5,4,4,"Real Bed",155,5,1125,"t","strict_14_with_grace_period",300,0,0,0,48,0
"997",5614,22213295,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",129,2,1125,"t","strict",300,1,0,0,25,3
"998",683,3551668,"f",1,"within an hour",3,"f",4,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",95,3,1125,"f","strict_14_with_grace_period",195,0,0,0,20,0
"999",7894,29900958,"f",1,"within an hour",1,"t",4,"Condominium","Entire home/apt",1,1,2,2,"Real Bed",40,2,1125,"t","flexible",130,0,0,0,15,0
"1000",7132,27201612,"t",1,"within an hour",1,"f",4,"Guesthouse","Entire home/apt",1,1,1,1,"Real Bed",40,1,29,"t","flexible",80,0,0,0,23,0
"1001",695,3604931,"f",1,"within an hour",2,"t",9,"House","Entire home/apt",1,4,5,5,"Real Bed",200,2,1125,"f","strict_14_with_grace_period",550,0,0,0,27,0
"1002",6268,24123401,"t",1,"within an hour",1,"f",12,"House","Entire home/apt",10,2,5,6,"Real Bed",250,2,60,"f","moderate",300,0,0,0,31,0
"1003",4271,19100455,"t",1,"within an hour",1,"t",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",10,2,30,"f","moderate",65,0,0,0,28,0
"1004",2991,14166071,"f",1,"within a day",1,"t",4,"Guest suite","Entire home/apt",1,1,1,2,"Real Bed",40,2,90,"f","moderate",119,0,0,0,25,0
"1005",2786,13606919,"t",1,"within an hour",6,"t",4,"Apartment","Entire home/apt",1,2,2,2,"Real Bed",125,3,1125,"t","strict_14_with_grace_period",125,0,0,0,28,0
"1006",6343,24369225,"t",1,"within an hour",1,"f",4,"Condominium","Entire home/apt",4,1,1,2,"Real Bed",50,3,60,"f","moderate",190,0,0,0,53,0
"1007",1346,7007118,"t",1,"within an hour",1,"t",3,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",30,2,28,"f","moderate",75,0,0,0,17,0
"1008",4924,20889482,"t",1,"within an hour",1,"f",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",0,1,30,"t","moderate",70,0,0,0,26,0
"1009",8043,30430318,"f",0.97,"within an hour",14,"t",16,"House","Entire home/apt",14,3,5,11,"Real Bed",100,1,1125,"t","strict_14_with_grace_period",200,0,0,0,36,0
"1010",4830,20626390,"t",1,"within an hour",1,"t",7,"Apartment","Entire home/apt",2,1,2,4,"Real Bed",103,2,1125,"f","moderate",168,0,0,0,35,4
"1011",6468,24754961,"f",0.85,"within an hour",321,"f",2,"House","Entire home/apt",2,1,1,1,"Real Bed",111,2,90,"t","strict_14_with_grace_period",145,0,0,0,8,0
"1012",4422,19594746,"t",1,"within an hour",2,"t",1,"House","Private room",1,2,1,1,"Real Bed",40,3,150,"t","strict_14_with_grace_period",10,0,0,0,32,0
"1013",5299,21699076,"t",1,"within an hour",2,"f",6,"Apartment","Entire home/apt",1,1.5,2,9,"Real Bed",80,1,15,"t","strict_14_with_grace_period",180,1,0,0,61,4
"1014",4346,19346269,"t",1,"within an hour",3,"f",4,"Other","Entire home/apt",2,2,2,3,"Real Bed",50,2,30,"f","moderate",250,0,0,0,43,0
"1015",4895,20815672,"f",1,"within a day",1,"f",6,"House","Entire home/apt",3,2,2,3,"Real Bed",125,14,180,"f","strict_14_with_grace_period",180,0,0,0,46,0
"1016",5006,21025055,"f",1,"within an hour",50,"f",4,"House","Entire home/apt",4,2.5,2,2,"Real Bed",263,2,1125,"t","super_strict_30",102,0,0,0,21,0
"1017",526,2593176,"t",1,"within an hour",4,"t",2,"House","Private room",1,2,1,2,"Real Bed",30,1,1125,"t","moderate",63,0,0,0,21,0
"1018",1639,8102349,"t",1,"within an hour",1,"t",2,"Guest suite","Private room",1,1,1,1,"Real Bed",30,2,60,"t","moderate",48,0,0,0,33,0
"1019",4753,20450365,"t",1,"within an hour",7,"t",4,"Townhouse","Entire home/apt",4,2.5,2,2,"Real Bed",75,2,5,"f","strict_14_with_grace_period",185,0,1,0,32,0
"1020",7893,29889060,"t",1,"within an hour",2,"f",2,"Guest suite","Entire home/apt",1,1,0,1,"Real Bed",40,2,1125,"f","strict_14_with_grace_period",80,0,0,0,18,0
"1021",796,4053972,"t",1,"within a day",2,"t",2,"Guest suite","Entire home/apt",1,1,1,1,"Real Bed",55,2,60,"f","moderate",103,0,0,0,44,0
"1022",103,281789,"t",1,"within an hour",6,"t",2,"Other","Private room",1,1,1,1,"Real Bed",0,1,14,"t","moderate",99,0,0,0,21,0
"1023",3857,17796317,"f",0.99,"within an hour",152,"f",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",100,30,1125,"f","strict_14_with_grace_period",500,1,0,0,16,3
"1024",4939,20919163,"t",1,"within an hour",2,"f",2,"Townhouse","Private room",1,1,1,1,"Real Bed",70,1,1125,"t","moderate",60,0,1,0,23,0
"1025",8272,31540878,"t",1,"within an hour",786,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",165,30,1125,"f","strict",129,0,0,0,17,2
"1026",813,4145694,"t",1,"within a few hours",2,"t",5,"Apartment","Entire home/apt",4,1,2,2,"Real Bed",100,3,1125,"f","strict_14_with_grace_period",225,0,0,0,15,0
"1027",5446,22109476,"t",1,"within an hour",1,"f",2,"House","Private room",2,1,1,1,"Real Bed",25,1,15,"t","moderate",44,0,0,0,54,0
"1028",318,1273432,"f",1,"within a few hours",1,"t",6,"Townhouse","Entire home/apt",4,2.5,2,3,"Real Bed",250,3,45,"t","moderate",275,0,0,0,39,0
"1029",8046,30438341,"t",1,"within an hour",1,"f",3,"House","Private room",2,1,1,2,"Real Bed",0,2,7,"f","flexible",64,0,0,0,33,0
"1030",2359,12153406,"f",0.99,"within an hour",14,"f",2,"Serviced apartment","Entire home/apt",1,1,0,1,"Real Bed",65,1,1125,"t","strict_14_with_grace_period",70,0,0,0,31,0
"1031",2460,12611893,"t",1,"within an hour",4,"t",6,"House","Private room",2,1,2,3,"Real Bed",72,2,28,"t","moderate",130,0,0,0,35,1
"1032",147,475496,"f",1,"within a few hours",2,"t",4,"House","Entire home/apt",2,1,2,3,"Real Bed",50,20,60,"f","moderate",200,0,0,0,5,0
"1033",5912,22997927,"f",1,"within an hour",1,"f",4,"Guest suite","Private room",1,1,0,2,"Real Bed",25,1,1125,"t","flexible",100,0,1,0,21,0
"1034",7211,27369848,"f",1,"within an hour",123,"f",1,"House","Shared room",1,1,1,1,"Real Bed",15,1,21,"t","strict_14_with_grace_period",30,0,0,0,11,0
"1035",379,1594219,"t",1,"within an hour",5,"t",2,"Townhouse","Private room",2,2,1,1,"Real Bed",30,4,21,"t","strict_14_with_grace_period",48,0,0,0,28,0
"1036",944,4854767,"f",1,"within an hour",1,"t",3,"House","Entire home/apt",2,1,2,2,"Real Bed",75,1,90,"f","moderate",135,0,0,0,37,0
"1037",1967,9797545,"f",1,"within a few hours",3,"t",1,"House","Private room",1,1,1,1,"Real Bed",15,7,90,"f","moderate",25,0,0,0,17,0
"1038",6843,26036482,"f",0.92,"within an hour",51,"t",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",65,1,1125,"f","moderate",105,0,0,0,26,0
"1039",1699,8372038,"f",1,"within an hour",5,"t",7,"Apartment","Entire home/apt",4,1,2,3,"Real Bed",80,1,1125,"f","strict_14_with_grace_period",100,1,0,0,22,3
"1040",177,611500,"f",1,"within an hour",4,"t",9,"House","Entire home/apt",2,2,3,5,"Real Bed",125,2,30,"f","strict_14_with_grace_period",249,0,0,0,28,0
"1041",4931,20903296,"t",1,"within an hour",5,"t",2,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",75,1,120,"t","strict_14_with_grace_period",80,1,0,0,14,5
"1042",7105,27081690,"f",0.98,"within an hour",61,"f",4,"Guest suite","Entire home/apt",2,1,1,2,"Real Bed",125,1,29,"f","strict_14_with_grace_period",195,0,0,0,36,0
"1043",2768,13560905,"f",0.8,"within a day",4,"t",5,"Apartment","Entire home/apt",2,1,2,4,"Real Bed",60,4,13,"t","strict_14_with_grace_period",160,0,0,0,22,0
"1044",2079,10475901,"t",1,"within an hour",1,"t",10,"House","Entire home/apt",5,2,5,5,"Real Bed",150,2,1125,"t","moderate",215,0,0,0,27,0
"1045",6354,24405293,"t",1,"within an hour",4,"t",4,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",125,7,1125,"t","strict_14_with_grace_period",125,0,0,0,15,0
"1046",1127,6079581,"f",1,"within an hour",1,"f",7,"House","Entire home/apt",6,2.5,3,5,"Real Bed",200,4,28,"f","moderate",185,0,0,0,51,0
"1047",595,3041619,"t",1,"within a few hours",1,"t",8,"House","Entire home/apt",6,2,3,5,"Real Bed",175,1,31,"t","moderate",395,0,0,0,53,0
"1048",5497,22153602,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",199,1,0,0,17,3
"1049",4854,20679053,"f",0.99,"within an hour",152,"f",1,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",75,5,1125,"f","strict_14_with_grace_period",175,1,0,0,14,5
"1050",2577,13047812,"f",1,"within an hour",15,"t",2,"Other","Private room",1,1,1,1,"Real Bed",0,1,60,"t","moderate",75,0,0,0,19,0
"1051",8376,31932533,"f",1,"within an hour",2,"f",2,"Guest suite","Entire home/apt",1,1,0,1,"Real Bed",75,1,1125,"t","strict_14_with_grace_period",60,0,0,0,26,0
"1052",165,565703,"t",1,"within an hour",3,"t",4,"Apartment","Entire home/apt",3,1,2,2,"Real Bed",40,2,90,"t","flexible",95,0,0,0,61,0
"1053",5809,22749717,"f",0.99,"within an hour",1276,"f",7,"Apartment","Entire home/apt",1,2,3,4,"Real Bed",109,2,1125,"t","strict_14_with_grace_period",999,1,0,0,34,6
"1054",1052,5549211,"t",1,"within an hour",9,"f",4,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",60,2,45,"t","moderate",105,0,0,0,32,0
"1055",6282,24142962,"f",1,"within an hour",35,"f",2,"Apartment","Entire home/apt",1,1,0,0,"Real Bed",50,2,12,"t","strict_14_with_grace_period",200,0,0,0,23,0
"1056",3983,18213923,"t",1,"within a few hours",3,"t",2,"House","Private room",1,1,1,1,"Real Bed",45,4,1125,"t","strict_14_with_grace_period",55,0,0,0,23,0
"1057",955,4892357,"t",1,"within an hour",2,"t",1,"House","Entire home/apt",1,1,1,1,"Real Bed",85,14,120,"f","strict_14_with_grace_period",95,0,0,0,25,0
"1058",4077,18459335,"f",0.75,"within a few hours",13,"f",4,"Apartment","Entire home/apt",1,2,2,2,"Real Bed",100,14,1125,"f","flexible",99,1,0,0,18,4
"1059",6711,25517820,"t",1,"within an hour",2,"f",2,"House","Private room",1,1,1,1,"Real Bed",20,1,1125,"t","moderate",62,0,0,0,30,0
"1060",7307,27731182,"t",1,"within an hour",6,"f",4,"Apartment","Entire home/apt",1,1,2,3,"Real Bed",59,1,30,"t","flexible",189,0,0,0,29,0
"1061",8410,32049248,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,0,1,"Real Bed",89,2,1125,"t","strict",109,1,0,0,21,5
"1062",7507,28435542,"t",1,"within an hour",2,"f",5,"Other","Entire home/apt",4,1.5,1,2,"Real Bed",90,2,10,"f","moderate",135,0,0,0,21,0
"1063",7868,29776840,"f",1,"within an hour",1,"f",6,"Guest suite","Entire home/apt",4,1,2,2,"Real Bed",30,2,1125,"t","moderate",150,0,0,0,40,0
"1064",6813,25944791,"f",0.98,"within an hour",61,"f",6,"Condominium","Entire home/apt",2,1.5,2,3,"Real Bed",200,7,29,"f","strict_14_with_grace_period",395,1,0,0,40,5
"1065",258,977722,"t",1,"within an hour",1,"t",2,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",30,2,72,"f","moderate",80,0,0,0,26,0
"1066",3091,14576380,"t",1,"within a few hours",2,"f",10,"House","Entire home/apt",8,3.5,5,5,"Real Bed",200,4,17,"f","strict_14_with_grace_period",550,0,0,0,40,0
"1067",1633,8081658,"t",1,"within an hour",6,"t",6,"Apartment","Entire home/apt",1,1,2,3,"Real Bed",85,2,180,"f","strict_14_with_grace_period",175,0,0,0,23,0
"1068",7557,28589781,"t",1,"within a few hours",1,"f",2,"Guesthouse","Entire home/apt",1,1,1,1,"Real Bed",25,2,40,"f","moderate",89,0,0,0,19,0
"1069",5647,22266657,"f",1,"within an hour",1292,"f",4,"Apartment","Entire home/apt",4,1,1,2,"Real Bed",99,1,365,"t","strict_14_with_grace_period",1002,1,0,0,20,5
"1070",6580,25083777,"t",1,"within an hour",2,"t",4,"Apartment","Entire home/apt",1,1,2,2,"Real Bed",75,2,1125,"t","moderate",185,0,0,0,39,1
"1071",8093,30678262,"f",1,"within an hour",1,"f",4,"House","Entire home/apt",1,1.5,2,2,"Real Bed",50,2,10,"f","flexible",80,0,0,0,26,0
"1072",5293,21696140,"f",1,"within an hour",100,"f",3,"Apartment","Entire home/apt",1,1,1,1,"Real Bed",60,3,1125,"t","strict_14_with_grace_period",195,1,0,0,32,2
"1073",6194,23937510,"f",0.99,"within an hour",521,"f",5,"Apartment","Entire home/apt",4,2,2,2,"Real Bed",129,2,1125,"t","strict",350,1,0,0,17,5
"1074",7353,27909886,"f",1,"within an hour",1,"t",6,"Guest suite","Entire home/apt",1,1,1,3,"Real Bed",55,1,7,"t","moderate",48,0,1,0,17,0
"1075",1014,5324459,"f",0.86,"within a few hours",2,"t",2,"House","Private room",1,1,1,1,"Real Bed",10,2,1125,"f","moderate",47,0,0,0,26,0
"1076",4726,20367435,"f",0.92,"within an hour",51,"t",5,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",70,1,1125,"f","moderate",105,0,0,0,23,0
"1077",1060,5620306,"t",1,"within an hour",3,"t",2,"Apartment","Private room",1,1,1,1,"Real Bed",100,2,2,"f","strict_14_with_grace_period",70,0,0,0,29,3
"1078",5409,21980128,"t",1,"within an hour",3,"t",7,"House","Entire home/apt",6,4,3,3,"Real Bed",120,3,9,"f","strict_14_with_grace_period",240,0,0,0,28,0
"1079",7393,28056091,"f",1,"within an hour",1,"f",2,"Guest suite","Private room",1,1,1,1,"Real Bed",50,2,21,"f","moderate",80,0,0,0,41,0
"1080",3043,14322405,"f",1,"within a day",4,"t",6,"House","Private room",1,1,1,1,"Futon",25,2,20,"f","moderate",95,0,0,0,20,0
"1081",541,2692126,"t",0.9,"within a few hours",3,"f",2,"Apartment","Entire home/apt",2,1,1,0,"Real Bed",70,3,1124,"t","moderate",95,0,0,0,26,2
"1082",6248,24081619,"f",0.9,"within an hour",3,"f",6,"Guest suite","Entire home/apt",4,1,2,4,"Real Bed",65,1,1125,"t","moderate",130,0,0,0,38,0
"1083",2289,11712120,"f",1,"within an hour",3,"f",2,"House","Private room",1,1,1,2,"Real Bed",25,3,1125,"t","strict_14_with_grace_period",80,0,0,0,11,0
"1084",5940,23062740,"f",1,"within an hour",4,"t",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",60,1,29,"f","strict_14_with_grace_period",199,1,0,0,29,5
"1085",3554,16516448,"t",1,"within an hour",2,"t",2,"Townhouse","Private room",1,1,1,1,"Real Bed",25,1,60,"t","moderate",58,0,0,0,19,0
"1086",5560,22209037,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",275,1,0,0,21,5
"1087",1649,8147215,"f",1,"within an hour",1,"t",5,"House","Entire home/apt",5,1,2,2,"Real Bed",200,2,180,"t","strict_14_with_grace_period",135,0,0,0,20,0
"1088",4731,20390286,"f",1,"within an hour",161,"f",6,"House","Entire home/apt",6,2,3,5,"Real Bed",254,2,1125,"t","super_strict_30",219,0,0,0,20,0
"1089",1300,6801095,"t",1,"within an hour",2,"t",2,"Townhouse","Private room",1,2,1,1,"Real Bed",50,3,1125,"f","moderate",64,0,0,0,25,0
"1090",6187,23924726,"t",1,"within an hour",2,"f",2,"Apartment","Entire home/apt",1,1,0,1,"Real Bed",50,1,1125,"t","moderate",150,0,0,0,24,0
"1091",6104,23702384,"f",1,"within an hour",3,"f",2,"House","Private room",1,2,1,1,"Real Bed",10,1,1125,"t","flexible",48,0,0,0,16,0
"1092",7908,29941577,"t",1,"within an hour",11,"f",4,"Condominium","Entire home/apt",4,1,1,2,"Real Bed",75,2,50,"t","flexible",125,1,0,0,34,5
"1093",5092,21252736,"t",1,"within an hour",13,"t",3,"Apartment","Entire home/apt",2,1,1,2,"Real Bed",30,1,30,"t","moderate",68,0,0,0,31,0
"1094",2599,13101706,"t",1,"within an hour",1,"t",3,"Apartment","Entire home/apt",1,1,1,2,"Real Bed",89,2,1125,"f","moderate",119,0,0,0,21,0
"1095",1987,9885225,"f",0.99,"within an hour",521,"f",3,"Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,2,1125,"t","strict",229,0,0,0,25,5
"1096",4039,18345257,"t",1,"within a few hours",2,"f",4,"Guest suite","Private room",2,1,1,5,"Real Bed",75,2,7,"f","strict_14_with_grace_period",159,0,0,0,33,0
